content,sentiment
"@psuperstar the problem is, superstars always deliver huge files! too much energy pixels",worry
@shelby_says ha ha funny,worry
@esoterismo My Dad told me music that has the power to heal the soul. Sure is true of yours,worry
A painter paints pictures on canvas.  But musicians paint their pictures on silence  ~Leopold Stokowski,worry
"@TheTinyJEWELBox No, that's not right - I remember now.  You were in a fearless tweet - we were both seen as fearless.",worry
@jasontryfon Are they abusing your service? Manual follower management is a pain. I love the style.,worry
@ploogle Whaat? That would seem to be a very powerful spell. Kind of tips the scale in their favor.,worry
"@debadowling...OOOPS AGAIN, the reply button is the RIGHT of the msg...now I'll stop spamming",worry
@ParkerAngel this is very true about @patofnavar! but you do have to admit it was pret-ty funny! im bout to go you tube it!  lol,worry
@13rianDavis sometimes ... you just have to write it off ... and start from the top of your tweet stream.  The past has happened,worry
havent been on in awhile.  no point anyways,worry
And I just left ana's. Graduation and u saw laura carlos's ex and she's still whack,worry
@LovelyLu I don't watch - just wish - TV's been off for months- I love it  Guess I won't win though LOL,worry
@Adamfyre absolutely!,worry
@OMGitsBrianna I love koda!!! He is sooo cute!!!!! You guys have that in common!!!,worry
fuck you is all i have to say,worry
needs shows before wednesay!!! oh well... come one come all... Irvine Improv live @ Gotham Showcase 8pm  lots of good comics...then me.,worry
@Taryll um...how long has it been since you slept?? startin to worry over here.. well i hope you are having fun... lots of love to you,worry
@_Esme_Cullen_  I'm taking a million songs from your blip.fm station thing. Sorry,worry
"@dontspell_esl  If in doubt, wash separately   Normal concern is something fading onto the white.",worry
@allthatglitrs21 you mum sounds so humble ! what a sweet thing to ask for,worry
Having a long island ice tea,worry
@slushy_gutter Trent wore that shirt at my show,worry
@kellie_apple miss you too kid i sent msg to you on yt,worry
causee not everyone can pass the challenge test duh,worry
Just snuck out my window.. Now im laying on my roof looking at the stars. Its a nice night out tonight.,worry
@Migg But I can still putt 30 yards longer than you can hit your driver,worry
@UncleRUSH get well soon! God is watching over you,worry
@GabrielCarrejo sorry my friend ... but @intel is paying the mortgage!,worry
Nyappy mother's day to your mom's.,worry
@Sophie_Lhoste Thanks you so much for following me on Twitter; I hope you find it as exciting as I do! Looking forward to your tweets!,worry
"@chupacharged you drank it on the sly, didn't you and that's why you're asking. I know how you are",worry
"@imjstsayin Im doing ok.  I have a 15 year old going on 35 that is driving me crazy, but that comes with the territory, I guess.",worry
http://twitpic.com/4w3he The pretty flowers john mains brought the ladies 2nite!,worry
@eamobile I apparently have crappy typing skills...lol sorry,worry
my mum would be happy to receive 2 handbags and a card from us today. heheee.,worry
Off To The Movies With Abby (Who I Have Not Seen In FOREVER) To See Star Trek. L8er Twitter Folk,worry
sorry for taking over twitter with my i-can't-sleepness,worry
is ONLiNE  http://plurk.com/p/stjdg,worry
"@JoyofZen mmmm it all sounds tasty. i had some spiced rum earlier, yummmmmyyyy also herbs are always good although better when shared",worry
"@Wolfie_Rankin And until soy beans have TEETS, soy &quot;milk&quot; *is not milk*.",worry
Exhausted after coming home from a swim this morning! It's more tiring than I remember! HAPPY MOTHERS DAY,worry
That's how you go from series to season. The days of being an elite team are over in Dallas. EPL Derby Day tomorrow. Tell me what I miss.,worry
now watching kill bill vol. 1  i love movies so much.,worry
"@Paul_Coleman Looks a little too &quot;fried&quot; for me, but you have fun with that, Paul!",worry
"Thank you, Gerbino, for forcing us starting junior year to make survey mockups. Let me tell you how super helpful this skill has been.",worry
Leaving the beach .. Having a great day with vicente .. We needed this time together,worry
"Hmmm.. If I skip the grocery store and head to Walmart, I could potentially leave with so much more.",worry
just got home from a partyyyy. had a good time. can't wait for my birthday in 7 days!,worry
just found two very moldy and squishy reasons why non cracker based foods aren't allowed in the play room. When mom's away...,worry
@iPhoneAppAttack I thought it was pretty good! I'm not a die hard Trekkie either.,worry
Wait...I thought it was 9:50? Don't we have till 10?   #sigjeans,worry
"@mattmoreno I really like miller park too  too bad the cubs aren't leading, hopefully they can get it together soon",worry
"@SongzYuuup good,get some rest MONEYMAKER",worry
@Late2thePartee feeling any better hon?,worry
"@Paigex3 hah yeah, its that bad, not gonna lie. :o Have fun",worry
@collective_soul i look forward to your new cd  big fan,worry
"@coopertracy   Sorry, we'll try to keep it down.",worry
Yao...broken foot...so much for that series  Denver's next,worry
"presentations done, project done, 1 exam done, 3 exams to go!!! I turn 21 this Friday!",worry
"@Dhympna Link won't open, but I will try it when i have a better connection tomorrow. I'm curious now",worry
"Scream just played on my iPod. First thing that comes to mind, BEAR MACHINEEEEE!!!! Lol",worry
"John, are you sure we aren't mtb?",worry
"@SongzYuuup u welcome babe, kill the show! Yuuupp!",worry
@sargeabernathy purrrrs.... ooooh that will do,worry
@GreenNinja89 after we pissed you off,worry
"@djempirical Have to listen to samples to make sure I'm thinking of the same stuff. Loud, odd, Zorn-y stuff as I recall. Not Mr. Bungle.",worry
At Green Hill with my phi mu girls for spring formal 2009!!! yeah man! Do it,worry
New phone pwns,worry
Ahhh my mommie got me new sheets for my bed  so comfy,worry
"I want to read my book, but my conscience is telling me to kill off joe   ï¿½ï¿½l Berto!",worry
"@misterdevans Not living, just trying to earn the grocery money.  I do enjoy eating at least once a day!",worry
happy mom's day.  i haven't bought a present for my mom yet. what should i get her?,worry
Miley Stevens - Waterhouse is at Jhy's house  http://apps.facebook.com/catbook/profile/view/6402509,worry
@saharabloom Don't we all!,worry
Gremlin is asleep after a particularly challenging bedtime. I think it's safe 4 me to go to bed -what a crazy Sat night for me!,worry
@Barely Got it! Your in the rundown.,worry
"I'm kicking it (though feeling a little sick): alternating talking to friends, gaming, watching the playoffs, and writing an application.",worry
@tweevii_1222  awwh i heard from daniel that you were sick. feel better!,worry
"Chillin with my Family. We are getting tacos from Ochoa's, they have the best food in all Washington county",worry
@LTCmusic hehe yeah! Its funny that updating people on the random things you do is so amusing.,worry
I am chillin w/ my homies,worry
"it would sicken most, the number of ways I am able to tweet",worry
chillen just started on twitter.,worry
blahh i'm tired and i gotta go to the airport to pick my mom up! &amp;&amp; im bored but on the upside im listening to the backstreet boys,worry
"@Linz__marie idk...I feel horrible...and I think my mom would be suspicious since I've been in bed for a straight 2 days,but thnx anyways",worry
Happy Mother's Day to all the Momma's to be and Mommas currently.  Have a wonderful day!!!,worry
We're practicing our blackjack skills. It doesn't look hopeful.  http://yfrog.com/0l2tsj,worry
@ReRobb maybe tonights the night to pick it up again?,worry
"@switchGirl Oh, will do. I had to bring the soufflï¿½ home I'm SO full!  It's delicious! One of my Philly favs.",worry
Relaxing.,worry
watching hoping for haley,worry
@Joel_Hayes I'm at sharkeez!,worry
"@mstrillian sorry I can't help it, hopefully it rubs off on you.",worry
@slapmaster i know i really wanna do some more stuff im out of school in the next week so ill have a few free days a week... ill hit u up,worry
@kmaco214 No code I think @sunnieM coined the phrase Hottie Switchfoot Guy for Tim HSG for short  ~wendy~,worry
Girls night in portland,worry
i now know that we've made a difference in each others lives...i feel proud.,worry
@piticu21 4n? ma rog  never heard of it  esti beat acum? u tweet too much,worry
@jerrytaft Can you talk to my hubby @actonm and convince him that that's a great present for ALL mommies???,worry
"@therealkyra awww what's the matter, kyra? we @ SugarLoot miss you",worry
needs a non-long distance boyfriend/girlfriend. Watching Sonny with A Chance,worry
Watching the fight video.  Still shots of me breaking his nose to come soon.  Austin D. has some pretty good commentary.,worry
@rexharrislive Thank you very much Rex for FF,worry
@njshoreboy89  and what did i do to u kk thanks,worry
@jakeofficial How about give golf lessons?? AND sing to your student taking lessons??    (JAKEOWEN2009 live &gt; http://ustre.am/2S1Y),worry
@winebratsf What are those barrels made of? Hey pass that barrel,worry
Movin into the Big Room,worry
"@qwe4423 ?. Pick up that, as fast you can!",worry
"the free fillin' app on my ipod is fun, im addicted",worry
@verwon and now I am starting to feel really old.,worry
Done a bump out and now back in bed seemingly unable to muster the energy to get up again  Sundays are great.,worry
@diana_truong sunbae* my bad jst scratch wht i said  im talking nonsense here.. lol!!! enjoy the perfs,worry
@barnaby3 Did I miss you going to The Killers or is it soon? Are you excited? I remembered I needed to ask you,worry
clean up day was awesome  portuguese feast was EHHH. lol rain is icky and thunder;lightning is scary,worry
@MissLaniSasha lmfao!!! Yea anyone?? Please?? We're really pretty!!!,worry
its so hard to get mum to answer the phone!! happy mothers day to her anyways..,worry
About to embark on a large tour of bars for a project.  Hopefully I won't die from alcohol poisoning,worry
thinks tonight couldn't have gone more perfect.,worry
@purplish08 hey! Sorry I didn't see ur message to me,worry
"@GreeGreece oh wait your in Greece, I'm in the U.S of course you think differently",worry
Alix's graduation party!,worry
@lachrist5067 72-65 Cavs! The score is and was! LOL,worry
"got so totally lost that I had to pay for a taxi to get me back to where I was supposed to be. Yeah, something like that, lol.",worry
@lyracole P.S. The &quot;duh&quot; was directed towards myself...,worry
Just chillin at home,worry
@iGaia Nope!  She can travel all she wants when SHE can pay for it.,worry
@V_Simmons everyone has their mistakes to make and lessons to learn. Don't let the negativity get to you.,worry
@brentleary what with the Force MD Tender love how could not love those guys,worry
"@JennysMyName baha, i'm gonna have to find some!  i dont think we took any D: but i'm gonna find some!",worry
so Roman is now on pain killers and some LQ meds. Thanks Jess for agreeing to go get him yogurt before you go out!,worry
singing songs and filming movies  what i do best,worry
Hehe nah just doing this and watching Ace of Cakes with @jlsegarra while our 4-legged &quot;kids&quot; run around. Couldn't ask for more,worry
Speaking to my new tweeples.... getting acquainted with them... If you've never spoke to me.. Do so now,worry
"Excellent, excellent movie!  Star Trek, that is.",worry
"@MeganWrappe Well, guess we just make a pretty great pair.  So, I don't think our birthday date is going to happen. :'(",worry
I've Got An Urge To Make Music Like Massively.. I'm Going To The Studio,worry
"@fankri haha! thanks, Tiff   it went well, but they WORE ME OUT!!! lol. im too old for this ;)",worry
Watching Gross Point Blank.,worry
http://twitpic.com/4w70j - Left: This is your brain. Right: This is your brain on drugs.,worry
@SECTORLI: just had my debut on Thursday @ The Gallery Lounge! It was fun... can't wait to do the next one!!,worry
@SusanCrenshaw Uh oh!  Hope nothing too damaged.,worry
@SalioElSol08 Haha most def ^__^ Rob a bank with me so i could get all the swedish fishes in the world,worry
"'Don't call your mother, 'cause now we're partners in crime.' -KP",worry
@marqueA2 Amazing.  Thereby proving we cannot believe anything we see,worry
Is with our dog at the doggy park!,worry
watching Star Trek and next to watch it at the movie theater 'cause the movie is really worth it...,worry
k might take long then a minute then,worry
@khalen it was good. Next time you get oohed you know where to go!,worry
Working on several book projects that are due to be released within the next few months.  I need an extra pair of hands!  It's all good...,worry
Had a nice dinner with the hubby and now on our way home  45 min drive out of the city. *sigh*,worry
@couponprincess Yes!!!! you me @brandyellen and @mkdb won the 4 that were given away    #sigjeans,worry
@kiwi_kikireestl nooo. you were on my yahoo account. hmm. i wanna say b2k days. idk fo'sho,worry
"right now, im on the Internet Cafe",worry
Why is @MRCRISIS scared or @Mskatrina25 lmao.. Someone pls tell me!!,worry
@karramandi Where r u Yvonne?? Haven't seen u in the google groups in a day or so. Miss ya.,worry
"@tatumeubanks I think you were dreaming that!  However, my memory does suck so maybe not",worry
is almost over the legal limit of db at the garage.,worry
@superbjorn as always  how are you?,worry
Enjoying the heck out of spending time with Amanda.  Do i really have to go back tomorrow?,worry
"@mlomb hi, the parody for iPhone is hysterical, not because it's funny, but because one cannot play the video on iPhone",worry
Going to bed after the CAVS game  Don't judge me LOL,worry
"Lifetime movies are lame.  That's for you, Q!",worry
@meganwest no we had to go to malibu to find a beach!,worry
(bullhorn] tell ur friends 2 follow me  come onnnnnnnnnnnn ppl,worry
@ThinkReferrals oh man I'm jealous!  just got it?,worry
@laurie_pooh what kind of party do we got going now?,worry
mmmm chocky cake in the oven.. smells delicious,worry
"&quot;Its a calander.&quot;Calendar!&quot; COLLANDER!&quot; Bahaha, That part was hilarious, of course, the whole thing was hilarious",worry
"Spending time with the fammmmm. (: hopefully, going to pay my bill soon...",worry
@danielledeleasa yeeah!! me too! it's amazing!!! I'm freaking out lol,worry
"If u want to change the fruits, u will first have to change the roots. If u want to change the visible u must first change the invisible",worry
speechless,worry
I know I have lots of emails to answer! I will be home tomorrow,worry
is hungryyyyyyy!! going to eat traditional indian food...the pakistani way. woowoo!  hahaha! &gt;[_()\/3,worry
Home empty handed.  No comics found today.  I shall now indulge in my cupcakes from Magnolia Bakery.,worry
Okay now that i will not be able to sleep tonight what should we do,worry
"Wats shakin out there y'all ? I'm starting to get nice now,",worry
@BayoArigbon what you took your bracket off... ? And now it's time for bed !,worry
"Sitting at the bonfire, hoping the skies will clears i can use my telescope.",worry
@tesser10 Those are the things that mean the world,worry
"@theWaif I was wondering about your sanity for a bit there, dear",worry
GOOD MORNING TWEETER WORLD!,worry
"@KatiaDominos loll , of course me tooo  &amp; i love their new song toooo ?",worry
@shereenzangana That was fantastic! Thank you,worry
@Nyblaque - halla!!! doing ok- got a cold but trying to ignore it  how about you?,worry
he's back! meeting him in 40 mins,worry
"@TrueBlue9 Venus is my fav character, too! LOL I think b/c she's strong, successful, and beautiful.",worry
"@iampritty sweetie pie, buttercup, married ppl share hehehehehe.....this includes ur shoe collection  I am trading UP!",worry
@monicacai is over,worry
@DJSpencer19  true. i think its important 2 be sensitive 2 it when we relate 2 others. empathy. a reminder we cant judge a book by a cover,worry
@watsjaydoin I've got 18 yr @ home &amp; 26 out the house &amp; they're always here! AND they bring FRIENDS! WHY?  Hope you have a blessed Day!,worry
"btw @austincarlile, @jaxinhall, @philipmanansala, and @youngfuego, i ordered some of yer merch yesterday.!  &lt;33333333333",worry
Is responding to an email.,worry
"@scarybunnies Abrams has his quirks for sure.   I'll summarize my post like this: decent flick, but NOT a &quot;Star Trek&quot; story.",worry
umm i failed 3 classes - mom's beating my ass in school on monday . RIP Nira .  &quot; yayyy &quot; (the &quot;yay&quot; was a sense of sarcasm) -___-,worry
@BruceOCz Thanks for the advice! Went to the doctor's and slept a lot yesterday  Must be the meds.,worry
Just got a new Ipod.  Life's Good.,worry
@mikewat that picture is priceless! i think @ericharlan might start #sharetub,worry
@minhteeeefresh haiiii sankQ i'm fineee ima js get a checkup cos my rib hurts LOL idk but i shall be fine ~ thanks,worry
"Nooo, I'm not in love.  I'm just developing a crush. A small one. Heehee.  My second one. Shadduppp.",worry
@sjowen I had a double cheeseburger and fries from The Golden Arches....I will be sicker than a dog tomorrow.,worry
This is fun !  haha re guy from all American rejects looks like he's on crack!!,worry
i freaking LOVED star trek  now we're watching xmen.,worry
Finally made it to JP Licks in Coolidge Corner for some Oreo soft serve   http://twitpic.com/4w9pe,worry
"Pictures of Cassie from the Crawfish Boil make me smile real big  Also, my desktop is still fail. Ultimate fail. It hates me.",worry
@CeeTheTruthy what kind of food Celli? I'm following you now,worry
"Hmm...Whilst, walking through the city I received an inviataion into an SUV Limo via some prom fellows... Don't they have dates? Oh boys!",worry
@sweetsheilx Same to your mom too pril,worry
@blindllama i can do all that  but wha would i be learning?,worry
Back fr Doctor &amp; officially hv v dry eyes ...  but at least nothing serious,worry
@OfficialAthenaR haha. It does have a nice ring to it (: Lets get used to that. ok! iloveyoutoo.,worry
@debtguide Cool Guide.. My best Tip.. Do NOT Use Them Unless Absolutely Needed !!!,worry
@StampGarden PRETTY! I hope I win,worry
live chat soooon most likely.,worry
@MelvinJames hey there.  How are you. Pleasant surprise,worry
"Whoops! Start Trek,...not Start! Duh.",worry
"omg having so much fun watcing house bunny, courto isa a ledge for sending me link  &lt;3",worry
@titothebuilder how crappy for him,worry
@Sij8 2002 - the TSX is nice just cuz it's a new car- handles nice but doesn't have the horses of the TL-S,worry
"@lovetf Alright, sorry. But I think you should go anyways",worry
@TR0se school and work that's it really. what about u? still in sac? or am I a tittle late,worry
"@inJenious Pics? Ah, I'll probably see you at work at some point... Hopefully b4 it grows out too much",worry
@jo_dazzles Well tonight would be a good time to watch.,worry
@TokiWartooth  Thanks! My mom's seed is larger and already cracked (and planted). I hope Avalina isn't a dud!,worry
Baltimore beat the Yankees  @Ashley094,worry
"@15minsofmetal sweet, I'm trying to earn my crown for gluten free baking!",worry
"Just joined. &lt;_&lt; Not even sure if any of my friends have Twitters, maybe I'll just be a celeb stalker o.o",worry
"now the party begins  prob wont be tweeting again tonight even tho im guessing we'll be up for hours, gnight everyone",worry
@AmyyVee didn't make it to 1000 but I smoked her.  She's at 60 and I'm at 260.  thank you! How r u?,worry
@GetReadySetGo thanks!!  I'm a fabric addict lately - I've bought soooo much!,worry
At the movies. . . About to watch Star Trek!,worry
Happy Mother's Day one day early to all moms everywhere---you deserve to have your own day.,worry
@christyharrison iloveyoumoreeee,worry
@AboveAllFabric  Hells Yeah. Block away. Just not sweet lil' ole me.,worry
@BPDINOKC Thanks!,worry
as we were disembarking @ Tswassen we saw a pod of killer whales ^^ i'd just finished pointing out that i'd never seen bc killer whales.,worry
Got to reconnect with some dear friends tonight.  I am so lucky to have so many great people in my life.  I am blessed,worry
diiinner  its sooo cold right here D:,worry
@tiffrobyn lol what did Perez say now?? please don't make me actually go look,worry
"today was alot of fun. i love my family ,sammy hernandez and caitlin hughes.  goodnight!",worry
@andylevy p.s. i heart your face,worry
"@govinda108 um that's really scary, please be safe!  Btw ill be in orlando next week",worry
"@karleigh Can't wait, you &amp; Katie always end up with some of the best interviews..",worry
@jt nope not yet. but we have to be out of this one before we close. we are closing on both the same day this week,worry
"watching &quot;Steel Magnolias&quot; then going to bed. I have to babysit at one tomorrow. then give mommy her gift!  night, &lt;3 peace.love.jonas",worry
My husband thinks my Twittering makes me a creeper... whatever.,worry
"@vivid13 Good for you! I don't think I'll be joining later. I'm hyper as hell, though. WHEE!",worry
@HomeBizLiz thats rough. hubby had knee surgery but it did help him in the end. Let us know the results. We'll keep him in our prayers,worry
@andrewgoldstein 11 30s way early! anyway nigth night  love you!,worry
Greg back in the top 10. This is why I love Nascar.,worry
@ladybee_5652 ... =D ok wassup,worry
@alchristopher i know u r!  i wont be there til the 6pm service..will u be there?,worry
Just got in a fight and kicked out of the bar. At least I knocked him out. Have a fat lip though.  Pulled another number,worry
@wordcharmer pffftt! You know how I like to stay busy!  I'm Awesome (and sober...dang)! How are you??,worry
"is hanging with Bryant&amp;&amp;Hailee, possibly Lafayette tonight. 'nd i don't know why i keep updating this because i have 0 followers",worry
is feelin it,worry
@thebadhousewife  Goodnight.,worry
@siempreuntigre It's the fact that I need to get through half a course by 9 am tomorrow morning that has me down. I'll be at reunions!,worry
bored.. almost mothers day,worry
"@superfro432 Is it bad that I'm sitting here watching a #Pens replay and getting excited? I think it's the coffee, but... Who knows.",worry
@CarCrashHearts what do i have? lots of stuff.,worry
just spent an hour doing a dino blog on myspace. i loveeeee dinos! &lt;333 Oh and the movie was really funny.,worry
is hittin' the ole dusty trail w/ Miss Morgan.,worry
I'm sadly dissapointed in the show ''Jonas''. Good shows on disney= hannah montana &amp; wizards of waverly place.,worry
"no @AlexisMarie23, I can't make it to the tour. I'm from Philippines",worry
Yay we're gonna leave earlier!  Can't wait to get back to Hawthorne!,worry
Dad just gave me his old BlackBerry. Not that old... But it doesn't even have a scroll ball. I want that Bold.,worry
Be my Yoko Ono and follow me wherever I may go !,worry
@jyamasaki Ok.. so what do you think of a snapshot befoooore the vid recording on Seesmic so the ladies dont look like freaks? just sayin,worry
@mrskutcher http://twitpic.com/4w9zb - must... stick.. my... thumb.. in .. chin... dimple!! lol  my hubby has one lol  but his is un ...,worry
yay i hit 50 subscribers on youtube. go me  lol.,worry
sitting in bed thinking,worry
@WalkingHorse New constructions poping up all over there now,worry
Ready to chill on the couch and watch a movie,worry
"Jus hit the casa, changing my swag cloth. Would it be the Pradas or the Dunks tonight??",worry
@loveashlay How about I make some more and bring u sum?,worry
@janicejenelle - thanks... I may have narrowed the location down to the car... hoping it's there,worry
@shadowcelery It's great,worry
Surfing the web...,worry
@dudeman718 Have you seen Wolverine?  Might want to change that pic.  There's a new sheriff in town.,worry
@jsie We got out there and the cafe was booked solid. LOL Doesn't matter - Mum got some plants anyway.,worry
I need followers!!!,worry
"Texas Chainsaw Massacre: The Next Generation. Tis nothing, but pure insanity. Can I have the title of Queen of watching bad horror films?",worry
Learning how to jerk and stanky leg at sunset cliffs. headlights spotlight  with colorado and fam,worry
"We are in the State of Cheese - YUM! Green, moo-cow pastures everywhere, and super friendly Lutheran's too",worry
@afton_volturi ** Slaps self on forehead **  Pardon me!,worry
also @haveitsweet your caramels are like crack....  just thought you should know.,worry
"Ima go to sleep long day ahead....And its all Benicks fault ,i so dislike him. &gt;=( Well Good Nite World!",worry
Yao is out for the rest of the season! NOOO!..staying home on a Saturday night...SHOCK....got my phone fixed,worry
@madfatter I just re-skinned. Still figuring why tweetsuite isn't updating,worry
With sean s. watching house of a thousand corpes,worry
"K now that, that fiasco is all wrapped and good too go  back to studying for midterms =(",worry
"krys: running, mud baths and nice French food in napa w/ jimming",worry
"@myjacksonbrowne  hey y'all, we are waiting for final edits on our cover of &quot;sombody's baby.&quot;  can't wait for some input",worry
"@studio8 --sorry for running over uncle Terry, but he just wasn't living up to his potential. expecting more from his next return.",worry
@Carolina2676 lol... that's cool u can enjoy the show together! Tell him I said hi!,worry
@SKORPIOLOVE  I know... just when I was starting to think this break-up was gonna have me up all night tossin and turnin.. no ma'am!,worry
"@emilmor mmm, wanna go see Little Big Town next Sunday @ 4 @ Chesapeake Jubilee?",worry
Laying in the dark thinking of you.,worry
@NeishaNay im gone miss ya'll Lol.don laugh@me im serious.its bittersweet. lookin forward 2goin home but cant wait till nx semester!,worry
"Trying this twitter thing out. Facebook is finally a routine for me, now i need to figure out how to do the twitter thing",worry
Chilling wit da bestie kendra...lmao!! she fell out da shower...gotta luv her tho..!!  *~P?T~*,worry
"@cl2425 Hey girl!  Yeah, my allergies kick in at the most random times. Hmph.",worry
@critter42 I know   Guess I was hoping they'd revitalize the plot lines as well instead of reverting to old cliches!,worry
bundy. in 3 days.!!!! warm weather here i come!,worry
@bitchmobile I had one of those in south Florida. Mowing around it could hurt,worry
@IAMSNARKY hmmm how bout my boi an me jammin sum john stephens for ya?,worry
Happy Mother's day! Sent msg to mom and got her phone call. I wish one day we can live in the same city so I can take care of her.,worry
you can learn a lot from another person.. dont try to out better oneself when its all about love and happiness  goodnight,worry
@stefangilbert thank you,worry
@SohFahrKreyZee oooh im sorry to late i smashed it,worry
@thomasfiss Lucky you...my day has gone by with large amount of boredom...and a little stress. The detalis can get a bit gruesome,worry
good talk with @broskey  muchos needed,worry
Sushi two nights in a row isn't THAT wrong is it?,worry
"@SuperwomanAK that is awesome!  spent the day studyin, chillin a lil b4 goin to bed, its slowly gettin colder in Paraguay, winter is comin",worry
@momtoboysx3 I'm here if u need to vent!,worry
Just got my 3rd tattoo  owwwwwww lol,worry
"@tncc24 - yay for getting errands done! oh, an assortment of out-of-my-control things. topped off w/ a crap race, haha",worry
@atexasattitude I'm sorry darling... I'm all over the place tonight.. I didn't mean to neglect you..,worry
@kelleydmcguire I don't know. What does it take to butter you up? Actual butter?  xoxo,worry
@positron76 You have to come to Chile... with AC/DC would be fine,worry
"@acinerba Oh man, that sux... price u pay for being on the org chart (and responsible, and stuff...)",worry
"@moviegirl09 *laughs* reading?!  not happening!  i'm glad alice was in the shower, she should've seen that we were going to be worried",worry
"@scalzi Happy Birthday  I didn't get you anything, but you have my best wishes.",worry
@blathering lucky e went!  jealous!,worry
Well I'mma tweet out! goodbye tweeters!,worry
At the wedding reception. Having more fun than I thought,worry
"@scalzi my attention for the length of time to type this? Tell ya what, ill add old mans war to my wish list on amazon.",worry
@sodaly you are welcome  @pamslim's book is a good reminder as to WHY we escaped the cube!,worry
@Bball4life lol thanks.  I do like to be on top. I'm going to enjoy this. How long can I be up there?,worry
Then me disliking you is a rumor!  cyndi! What made it look like i didn't like you?,worry
http://twitpic.com/4wegx - @stealthrose Lol.. sorry. Too damn funny!,worry
@DROStreetTeam09 well keep me posted if it comes out fully thanks,worry
"@eclip5e Good lord, man.   I recommend the Dark &amp; Stormy at Casablanca.",worry
http://bit.ly/T17fl  mary ann &amp; frances are gunna kill me,worry
Geeze- I'm just wondering what is wrong with some people. I either need to go for a run or go to sleep. Tomorrow should be a fun day.,worry
Chillin Waitin For My Hunny Baby To Get Out Of Work!!!!!  To Get My Drink On While Finishin Da Song I Have,worry
@AdiumX time to learn another language?,worry
Nothing like In 'n' Out and a LOST marathon after a long day of work.,worry
@xoangelbabiixo @Babygirl9415 @thatmjgurl @kevinjlover @allecat @agirlcalledana @rawritsria @bubbles303 @ILY_beckett Thanks so much !,worry
@Absturbation yeah ... he was 0-3 and SCOREless tonight,worry
"@xVOJOx It was crazy all day today and I have a feeling it's going to be that way tomorrow, too.  Enjoy your couple of days off though",worry
"@TheRaj I kind of figured. He'd probably be unable to reason out why a lot of the things in manga happen, or the way they happen.",worry
is on air,worry
@duckamin If it makes you feel any better.. My Saturday night is lame as well. I heart you,worry
"in the words of liana corber: Moreover, WIAIH was a humbling experience... i surprisingly had a decent night",worry
@TrevorAB aww you poor dear! But it was awesome you came out to race!,worry
can't wait to see those pics @yikes77,worry
@carlito2009 haha that's always a good jam,worry
@brucefloyd ps- are you a doctor or swine flu paranoid??,worry
Home with Maddie  I'm tired.. Goin' to bed afterwards,worry
@oharris69 JUST like to clarify that I am a unable to acc. review vibrators as have not testrun any. *not an invitaiton for freebies,worry
Finished dinner @ apple bees  off to Freds in PB for drinks!,worry
"@carlossoto nice to meet you. Mike, video producer CF Miami.",worry
"@kelvinlls Hey Kelvin, my day's been fantastic so far! We're getting ready for a family Mother's day function shortly",worry
@judez_xo oh and i know brody and erin,worry
@james_a_michael It doesn't look like you're tired in the pic.  Don't work too hard.,worry
Ur performance of love sex magic was awesome!,worry
@skie and how are you going to make it up to me,worry
To bed I go   Nighty Night,worry
@KnightGrl OMG I'm sorry to hear that! I will keep my fingers crossed that you find something,worry
@FoxWhisperer  My Dad worked for SW when I graduated HS. Worked at HOU 21 years.   He retired 3 years before I joined the Company.,worry
"@MissXu Nope  Not that I have to worry about the possibility. I'm more worried about GOOG's design than her personal taste, actually.",worry
"@marcelatanaka You are welcome, xuxu",worry
@HollyMVG That's awesome. Biking is an underappreciated activity these days.,worry
The Veronicas are gonna rock the stage tomorrow  HAPPY MOTHER'S DAY EVERYONE!,worry
@lyssaloo I was gonna text u and ask what puff meant!!,worry
I had a GREAT day with you guys today! We went to the Clay House for Emily's birthday &amp; had lots of fun. We will have 2 go there again.,worry
@alexosh1234 not worth it! I love the free version for the iPhone though!,worry
@Lemonpi PH and I are having a macaron smackdown...except he is not aware of it...It's all being played out in my head,worry
Tonight's SNL does not dissapoint. LOL,worry
i have a sunburn line on my back from the tag sticking out of my tank top all day..... ugh. i need aloe vera!! went to the park again,worry
"'s plans didn't go as followed, but its ok",worry
@FlamingBluStar Sorry to hear about the laptop troubles. Hope you can get them fixed and the lappy back to norm.,worry
@Tyrese4ReaL hi (My Man) lOl I love you too... The song was clearer just had to turn my phone down,worry
I like Sunday afternoons ...,worry
@carbaby and @travisgarland great seein you guys today!!! you look so happy  love it!! lets hang out soon!! love yall!,worry
cant find my shoes. :/ hope its as bad as itll get 2nite.  im happy.,worry
"@ArnaudJacobs  I always thought scuba diving would give me a entirely new perspective of the world, but too chicken to do it. can u help?",worry
Loong line for 7:00 trek. Started around 6. I'm trying to block the sun with my hand,worry
@thnkhappythghts HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?,worry
@JonathanRKnight Thanks so much Jon.....same to your mom    That is so sweet of you to think of all of us,worry
"@mirder http://twitpic.com/4wfs8 - You are so weird. You need to lay off the smokes, because you're talking to yourself.",worry
wow its only 9:30,worry
@Renesmeeeeee *hugs back* me too,worry
@bhl1 I hope so! My sister lives there!,worry
he said for real,worry
@julieannee sup betch,worry
The 22nd can't get here fast enough!,worry
"party was awesome. soooo tired, bye. ps: happy momma's day",worry
