content,sentiment
1/2 day tomorrow  carla coming over after school.,relief
@Edna92 you did just add me haha  xo,relief
is feeling waaay too cruisey and relaxed for a Monday evening...  oh wait..  that's just wine before dinner...,relief
i just woke up and remembered theres no school!!! life is good  xxxxxx,relief
"@Mennard Its because I put radio 4 on by mistake..I'll have a cup of tea and a shower, then I'm sure all will fine and dandy, thanks",relief
"@pjaficionado Ahhh!  OK, remember the film now.  Never saw it though, will have to check it out. Thanks",relief
@butterflykate Oh ok..we're supposed to be going to see Star Trek on Sun for Daves b/day...at least it's not Shatner,relief
@nannynick Ok then have a good day,relief
thanks to @ranukka and i'm now on twitter!,relief
end of work... Thank God! I accomplished a number of things...  http://plurk.com/p/rpaag,relief
@Emmmaa___ haha im gonna follow my dreams now  well...ur dream haha im still reading over it for the 90th time  :p,relief
"@Galiiit lol thanx, me too!",relief
On way back home after a crazy night on the coast,relief
@ChloeCazRhi  glad your feeling abit better!  I think mine might be nearly gone now xD,relief
I'm back online!,relief
@pinkmango77 vll iwas mit kï¿½se,relief
done with facebook. off to jamlegend,relief
should have started working on this lecture MUCH earlier  using tag clouds from google news to explain basics of content analysis...,relief
@louis_educator Thanks. Photos look great - I'll comment them asap,relief
Thank God @aravindkumar is a sport and doesnt take offence in my jokes  Unlike the three good friends who have stopped talking to me!,relief
I'm going to open up PROVERBS and get as much wisdom as possible-I'm hungry!,relief
checking iDestroy sales.... sales are good,relief
"just finished the exam. I did ok, I guess.",relief
"Slept like a log last night, now I'm full of energy",relief
"@woodsciman ahh but sometimes that's the best kind of day, lazing around doing very little with a cuppa",relief
Afternoon from office  My cubicle has been moved but not the system yippie! Mine is one of te few surviving &quot;good&quot; system..,relief
Still wide awake... fortunately I don't have to be up early.,relief
Chilling out....now the boys have gone  Time To Relax,relief
Having a cup of tea,relief
national starwars day today- may the fourth be with you,relief
finished watching the movie 'mirrors'. I liked it but it really didnt do anything for me  5 out of ten i give it   // cool http://g ...,relief
@snw well then you can do what you want and not what visitors want you to find out : can be a +,relief
@DHughesy Congrats Hughesy to you and Holly on the safe arrival of Rafferty David Hughes! Hope all is well  xoxo,relief
@smashingmag No worries,relief
"morning all, im off to sell 1.3 million quids worth of pproperty, well, i hope to, if i do i owe you all a drink on my commission",relief
@hanaames Ah good. Glad to be useful.,relief
@theroughguide at least I have an ironed shirt and i'm not really shockable.  hope you have a good day. Xxxx,relief
Son's gluten free birthday cake done.  http://twitpic.com/4jbwy,relief
"@tdes Thanks for asking, Sarah  I am glad tomorrow (5th) is a holiday here in Korea. I will have some rest and I will be right as rain.",relief
@bexiclepop cambs will be better im sure! eeeeeeeeee under a week now  we meeting on the Sunday?,relief
Dow futures up 60 points in over night trading. Looks like May is off to a good start so far  /f,relief
Enjoying afternoon tea with my friends.. Cake delicacies equal sweet time,relief
"Only 8 oral left!  then I have to learn them all but oh welllll, at least I don't have to write them",relief
"@Dannymcfly i'm the one that kept touching your willy last night  oh you were amazing, thank you so much! x",relief
@DHughesy so make the most of it  enjoy,relief
@mkarim thanks for the #followfriday as you can see us South Africans were on holiday on fri,relief
I'm a good girl...ALL work is done,relief
@johnmcginn Hi John! Thanks for sharing that quote! It's soo true,relief
@babydestiny24 thanks  I'll check those out.,relief
"Finally in my bed, &amp; I must say, I had quite an evening. I'm ready to tackle this work week &amp; see what next weekend has in store for me",relief
@xanderprod glad you liked the gmail add-on too. We visual people like the asthetics to be right don't we.,relief
my body isnt itching anymore,relief
"@twilightfairy ah well diff in opinion, no problemo",relief
On the way to sthlm - it will maybe be a movie   // cool http://gykd.net,relief
@scaree  I hope today just flows through and lots of nice things happen at work so you come home happy,relief
@chris_CLP i heard 88db is better for mixing down...especially  if you use 808 sounds,relief
"didn't twitter much yesterday.apologizes for not responding,goodnight",relief
is back in fine old melbourne town....,relief
&quot;It's Like That (and that's the way it is)&quot; - Run DMC  ? http://blip.fm/~5jgvk,relief
"installing dvt card for loonix, fingers crossed, I hope it turns out as well as my android upgrade",relief
"Just up  the longest lie in a while thank goodness, neck still painful but today i am going to head out (y)!",relief
@kaushal Thanks man  glad u liked it,relief
@chuckdarw1n whew! thassa relief,relief
"@KADENMCNEIL - try thinking of something calm and peaceful, such as relaxing on the beach.",relief
@thorsonb well.. i dont have to do any resits... lol... so its MY last exam,relief
new Delerium's music video (http://tr.im/kpu3). mixed by Tiesto. i guess Bill Leeb finally forgot his music's roots,relief
http://twitpic.com/4jccd - and also these hi top Reeboks.  cause i can,relief
yaaayyy !  no work today,relief
done with the dentist until November,relief
May the 4th be with you  (via @matthew858) Thanks. I get it now. And it's awesome.,relief
http://twitpic.com/4jcfg - About to cycle within this quarry on Shipley glen near Baildon moor before heading back through the woods,relief
Done! Finally.. Yay.. Now I can relax for.. Well one day ;D haha..,relief
"@WatariGoro Yep. I hope my lame attempt with the spaces helped me to hinder them, lol. I know tomorrow I guess.",relief
@suziperry Yay good for both of you. Enjoy the break - you probably need it after such hectic weekend  Take care hun xxxx,relief
"@tankianann it actually is ;) According to all the retweets, at least!",relief
"@lharp @franto it's an app to finally face the truth: you lack time, and never be able to achieve all your goals in life?",relief
@Andreaheartscgh ooo thanks for the danger radio link  loves it...how did the test go?,relief
@boffy my sympathies - been here 20 minutes and had enough - will escape soon,relief
@heyuguysblog No I haven't had chance to watch that yet...going to have to get hold of it.   Thanks for the tip.,relief
@LifesavvyChic I appreciate your kind words. I am glad that the words resonate with you,relief
It worked. Cool AND the gang!,relief
@tialebott haha you are just as bad as I am.... Well perhaps a little less retarded . I am attempting to knit myself gloves this winter,relief
Handed in. Can relax a bit now.,relief
is finally starting her assignments,relief
@DD_Lovato Never been better thanks  what are you up to?,relief
@ShropshirePixie I've got some of those I used to use on my OES.  Good for the wrist muscles though,relief
chillin an havin a drink,relief
"@redvers I've been quite lucky this weekend... Slight headache here n there, but nothing incapacitating  yay me! Poor Carol tho...",relief
@shadowdealer I did  For Thursday,relief
Watching Ladyhawke on channel 4 &amp; most likely to stay in bed all day,relief
"Typical overcast bank holiday Monday, glad we went to the beach on Saturday",relief
@cbedon thanks alot. Hope you can help spread the word and get people involved. We are already making a real difference,relief
@julierockaholic well she likes it so i call it a SUCCESS,relief
"ha, the first request for sending a paper copy of my thesis",relief
@themaineman ooo enjoy  and thanks for looking out for ours,relief
Think Big! &quot;The size of your thinking determines the size of your results&quot; Bob Proctor's great advice      http://www.wealthwithsoul.com,relief
"midday and a half, time for lunch",relief
Awake and almost recovered from my Brother's Wedding at the Weekend,relief
@Peulo I already did..,relief
"@gothtart congratulations, you two are so well suited   have a lovely day x",relief
@Daniella001 thanks for agreeing with me,relief
@kiwikatnz Yay to being smokefree! Well done.,relief
home from school today,relief
"Back from the Gym, and sorting through my Inboxes",relief
My mom likes Milow's version of Ayo Technology... It's a good thing she doesn't have a clue what it's about.,relief
@missgiggly Go the bubble bath!!!  Always relaxing.......,relief
"No school today - Not because of &quot;H1N1&quot;, but because a natural gas line broke on the interstate. RIDICULOUSNESS.",relief
@nezua that blip is NOT to be misconstrued as qs on last night's convo... it's just a song i really love &amp; that rocks my morning,relief
Birthday Girl ?  blessed to live another year &amp; celebrate with loved ones,relief
"My new design portfolio is finally online: http://www.designia.nl - Still needs some tweaking on the details but it's ok for now,",relief
Is on her way home bk to civilisation. Got my ipod bak  carnt wait for home x,relief
is working.   I am so happy my job is a radio and not anything physically exhausting....,relief
"@mmWine Lucky you  I face south so I can hear them, and see them reflected off Phillips Point",relief
@MandyyJirouxx red eye huh?   yikes....get back safe   missin ya punk,relief
@varunshridhar Lets leave the nervousness until tomorrow!,relief
"@GregorBenjamin yeah, nothing like the heat of home.",relief
yay my research paper is finally 4 and a half pages&lt;3 not going on bus was not bad after all,relief
@youcanknowgod thanks man. I really appreciate the kind words,relief
@imagined learn learn!... we can learn together!,relief
@AlanCarr hmm Have to admit was a good episode and his man bag was rather fetching,relief
@jeffmello I did sales training for a couple of the papers. They paid my bills for a bit.,relief
@DinaRoberts thanks,relief
Alhamdulillah PFP exam was alright~ It's Strategic Management time!,relief
gunna spend today with my sexy best friend,relief
"@gingerying if you decide to take a break on your paper..the link is a perf-choreo, cute&amp;cheesey but enjoyable   http://tinyurl.com/ddnqv5",relief
@tintinex Morning  Glad to hear about your happy news!,relief
[Wrong!] @anambanana thanx  your THE awesome! http://tinyurl.com/ddqpoa,relief
Another nice day again! Working in Goderich today so I can walk &amp; enjoy the weather,relief
"ah! A clean house...finally, so nice",relief
"Up and around a little earlier than I wanted to be (phone rang 5:30 AM).  Exercise is a good way to start the day, right?",relief
@MattCohenIII it could be worse  so u usually a nite owl?,relief
@Pearl57 welcome back. my monday turned out ok. hope yours does too  xox,relief
FLOODED OUT OF MY HOUSE  !!! Staying with someone in town unless the water stops rising  i may use it as a homework excuse,relief
"@kate38381849 haha it's ok. i really don't like getting to other businesses so its Ok,",relief
@marika75 music-habits - I'll join your study,relief
@AndyACB yes not for putting inside anything else,relief
is going to finish his last assignment. THEN GO TO BED.,relief
"@AirheadUK washing off, comp was great..more people and FAB atmosphere. 1st in dist. and 2nd in exp. sess.",relief
"Cool music collection, can be used for non-intrusive background music - music from keygens!   http://www.keygenmusic.net",relief
"Going to be buckling down this week. So, relief for my twitter followers from my inanity. Enjoy my silence.",relief
Off to class .... Longggg day,relief
@Danielle_Jane14 okay well then now i don't feel so bad lmao,relief
"@iaindodsworth Ha, yea you are so not allowed days of rest, way too many interesting ideas to incorporate into tweetdeck",relief
@Sunshineliron that was awesome!!,relief
I'm a bit happier now. Found a bit of motivation in Physics. I know I won't do well for the paper but at least I've started revising,relief
"I don't believe it, my puppy likes brussels sprouts!",relief
ah just finished making tea for tomorrow night,relief
@rhyanoutrageous thank you,relief
"@hasinamin I'm the same, don't panic. Big topman",relief
May the Forth be with you... ha yes... Today is my birthday  Star Wars day... Aren't i lucky you star wars Fans?,relief
"Wow, I just realized that this is the last month of my school year!",relief
trying to watch lost online very annoying and slow...the internet not lost,relief
@hopefulauthor Thank you!,relief
whew finally got in to RC..,relief
@kailinnicole you're right about the duckies  thanks for being such a big help with wrapping &amp; writing up!,relief
Happy Monday morning!,relief
finally over my sickness.,relief
"@Hooked4Life Sheesh. No crochet? BAH and humbug. And sleep? Um, I suppose I will someday",relief
Heading to the U of Utah hospital. Have a great day everyone,relief
"well, having looked at my bruv's exam timetable and french oral exam I feel very fortunate  now to, erm, digest my morning revision...",relief
nice weather..looks like its going to rain here in #Delhi.,relief
@itschristablack I am so stoked on seeing you with the Jonas Brothers,relief
Going to bed  Goodnight  xox,relief
"Very excited about camp, loads of people aren't but I am thrilled about that fact we get to sleep in tents and roll around in mud",relief
Good Morning! - Court - Crossfit - Bible Study - Someone very special's house  http://tinyurl.com/cjs668,relief
@martha_s Hope you're getting all your reading done.,relief
In pillow heaven,relief
back from the yoga retreat. I recommend this to everyone,relief
@BeckySmithster  let's hope so,relief
Having a good...no great day already &amp; Dr.Miracles feel-it formula really does work!! LOL Hope everyone has a good day as well,relief
@SmittySmiff dude i read that wrong! Haha well good good. Thanks.  but now I agree.,relief
"@ShannonLeto The best bike for the best guy! I love the Ducati sound. I think itï¿½s unnecessary to ask for a ride, isnï¿½t it? Nice vid ...",relief
"STRESSED AS HELL (, but still surviving",relief
"wellllll, I did most of my homework. and i kind of finished with editing. And I'm not as tired this morning as I thought I'd be",relief
"Woken up finally after a long night out, tea, toast and TV coming up...",relief
"@NatFace Ah - yes - that track is also on the compilation, with Kenny Rogers",relief
ha english portfolio!!! i finally finshed you  annnd you! comm final. youre half done! whoa 6:44am time for sleeps. night,relief
@parisandparadox don't worry  just sleep.,relief
"@bjds Yeah it did, it explained everything",relief
getting ready for my first day at my new job,relief
@katherinewhitby gooooooooood im not a complete nut case then,relief
"@evan Doh, from the 1st response I'm guessing you've seen it already",relief
@stevencohmer - and yes i like the vids,relief
Recovering from an Italian cruise in the Mediterenean,relief
@tommcfly But it was worth it  xxx.,relief
@chiacy thats much better than the flu syndrome!,relief
Nvd i was sitting on it,relief
"I hereby announce that I am... employed! Couldn't be happier, Alhamdulillah!",relief
Sleeeeeeeepy.... I'm off... Goodnight twitterverse!,relief
So finally.. It's raining in Delhi,relief
sooo glad im home  floridia was fun!! back in ATL. time to sleep....then back up to work!!! constant grind.,relief
"@RobPattinson_ I hope filming is going well  I'm new to the whole &quot;Twilight phenomenon&quot;, they couldn't have picked a better &quot;vampire&quot;!",relief
Off to bed. Only one more day left at school before i get to go on holidays. Yay!! Finally. I am getting sick of school... LOL!,relief
"The pushing has started, not long before a new #starwarsday baby is born",relief
@mylestones At least it's big enough my 20 month old won't find it and swallow it before the 3 yo and I track it down!,relief
"Reinstalled Ubuntu on my laptop, this time using ext4; the new filesystem. System boot time, from GRUB to full operability: 30 seconds",relief
"Sitting in a shadow of the tree in the heart of the city listening to Panic!..waiting for the bus  thanks,wind,for being so pleasant a ...",relief
Gonna try to get a couple hours of sleep. Love going to bed at 9 am. Later Twitter,relief
@MasterSavage everythings fine now,relief
It was worth it,relief
finally off  now the day starts 2 be nice...maybe with a nice ending ;),relief
Reporting form IIT Delhi : Rains just started here..Picking up speed...Providing welcome relief to all hostels!!,relief
@catdog03 Do I seem brighter &amp; more colorful?,relief
@marteyo ahahaha okay deal  now i only have to snuff hermione out,relief
"haha moms back today from a weekend away , her first words, ' whys the house so dirty?' i love life ..",relief
"A sweat sweat deal? I thought he was sweet... It starts with pronouns, and then moves onto spelling Trentles..",relief
good evening. enjoying vacation eventhough it is boring.  pray for david cook's brother. rip.,relief
@DanielBedingfld is this a new album?? about bloody time too!!,relief
Finally got all 7 overdue books out of the little room and into my now overstuffed back pack!,relief
"times for lame school, UGH!!! XP Thank God mondays r quick for me",relief
"@nsmithmorgan thanks for viewing my portfolio www.wahliao.com  I'll be updating it sometimes, will keep u updated.",relief
bye for now people .,relief
Anyone plan on revolutionizing real estate this week?,relief
It's my birthday today  Running the mile tomorrow ughh. But then choir concert,relief
"@wilw &quot;phlegmily green house...&quot; That was clever, but ever sooooooo ...... eeeeewwwwww. [more slow clapping] Get well soon.",relief
Artwork for the single is now up  woooot woooot!!!,relief
@LorenaHeletea Thanks for the well wishes and hope ur day is also quite successful,relief
will just take a bath,relief
@preetishenoy good weather reminds me..I read your post on Sugar cane juice n other things..This weather calls for some of those things!,relief
By the way one of my goals this year was to forgive people. you have no idea how much has been lifted off my shoulders. i feel better.,relief
not a lonely day after all.,relief
@Iamlegend01 u don't have school today????,relief
@boldnbright1 Call me when you have time and a good phone  I wanna catch up with you! I love you and miss you.,relief
@jeanniere everythin's great and dandy! Thanks for asking! How're you?,relief
@bradleyspitzer that's called dedication!,relief
@sookyeong i agree with you!,relief
@bigbooty85 I agree! &amp;&amp; I like the new pic!,relief
Only a month left of high school! Thank God. I am ready for summer,relief
@dboyd1 Yep. Nothing to worry about.,relief
On way to Birmingham.. Sewing in the van. Punk.,relief
the end is not as far as the start,relief
Drinking tea and eating choc chip cookies. Going to head to sleep soon! Night all,relief
@crafty Hope it went well! Was rooting for you both from the (not so) comfort(able world) of PhD application form-filling-in  xxx,relief
@Gustavar Having an awesome day? You should... I expect as much out of you  #awesomeupdater,relief
see I told you  I'm updating my personal site with lots of goodies check them out as they come http://www.dennisgomez.com,relief
It's only 10:30 and I am going to BED! Brain can't focus at all.. Need a fresh new start. I pray that God grants me a fresh tomorrow.,relief
@LemonpiY lol you mite be able to see them on facebook if you have it (and if you add me). Obviously I can't post them on my blog,relief
@LOCALDUDER I appreciate the effort. My skin is much softer than your screen,relief
"@dfelteau then how come I'm not uber successful?  I'm not making the same mistakes, I'm making entirely new ones!",relief
@jrsmith thanks for the follow,relief
"is now at school! About to take the ECAs, &quot;LAME!&quot; (Steal from Brennan) Good Job LC and you too Brennan!",relief
finally feel back into swing of things here at work after getting married last week! sigh of relief for no more wedding planning!,relief
@david_bdml big storm here yesterday and last night. But a bright new day this morning here,relief
Headed to drop my lil cuz off at the bus stop! Then its back to the bed to read my book!  relaXin on my day off.,relief
"kid's class is going on field trip today ~ and for once, I was smart enough to not volunteer to help!",relief
I have to stop writing in Swedish or I'll lose my nice followers. Back on the international track,relief
@Maggiedeephoto Thankfully that face only shows up for photoshoots,relief
@matthew_west and by music I meant awesome Christian artists.,relief
@roryok I suppose it has a certain 80's charm. I'd personally hold out for the motorola 8 track phone. I like my phones chunky,relief
Loves the fact that there's only 5 days of school left,relief
just downloaded the tweet deck....look at my and my saviness,relief
My younger sister flies in next week for a two week visit. So blessed to look forward to seeing family members visit.,relief
"it appears we found the dog.....as we were posting signs with his picture, someone else was posting &quot;found&quot; signs with his picture....",relief
"@JC_Live That's what I want. More the better. Bound to be a few bad eggs though, but they will soon learn.",relief
@bev_estep I am glad you are getting into your twittering,relief
"@TraciKnoppe So far, so good. It's still early, though!",relief
going to take my sociology exam   and back to bed,relief
"@LeelooDogBlog Thanks for all of the awesome tweets LeeLoo, glad you enjoyed the weekend.",relief
@Bofu2U Good mornin' to ya!,relief
"@Dreamyeyes Yes,i was red like a lobster for days-cuz im too pale- but today finally got a nice color ~~",relief
@LeviFig Already fixed that actually,relief
@Nickems that would be great!!!  thanks!!,relief
.. Starting a new week ;) Going to the GYM today ;) Hi to everyone,relief
Came home early from school to catch up on my lack of sleep. Thanks @thebamboozle,relief
@medscholar08 try #fireflight first... female fronted metal is awesome..  ..  Unbreakable album would be a good start!,relief
I am so excited Rob Thomas is back!,relief
@cakelulu He doesn't need the shirt for that Jane...we just had to suffer another two old eps tonight,relief
@worshiper_7 Wow that's a big list...lol. I would be happy if I got half of that done. Now I feel lazy...thanks. Just kidding,relief
Is actually feeling awake today,relief
"@djEDGE34 WOw, that's a lot of work.  I hope today is a day off for you.    I'm working as usual.  But, getting some playtime in too.",relief
@jacqueline47 as long as you're not going to melt LOL. Hubby has an umbrella set up to keep him dry when he grills,relief
"This completes today the 4th of Mayï¿½s entry. For the new day, invite a friend to come along to reflectively in-joy the read ï¿½  ï¿½",relief
school for a bit. glad jake got the day off,relief
Finally Ubuntu 9.04 arrived as a disc,relief
what a beautiful day not to got to my first class,relief
Was watching @timminchin downstairs  Now getting ready for bed. Piano in the morning.,relief
@alitherunner good. that was the intent.  hopefully others get the same vibe,relief
"am chillaxin after a busy BankHoliday, Hope everbody had a gd wkend! Holiday in 12 days!!!  xx",relief
@unodeellos where have you been? LOL,relief
I want it NOW..  finally found what I wanted ..,relief
Make sure u pick up Chrisette Michele's new album EPIPHANY in stores tomorrow May 5th! You will love it! Promise!  Congrats @epiphanygirl,relief
eating maccies,relief
finally seventeen,relief
"I can has warm chocolate, I is happy now.",relief
@b32 WHEW!  I'm just going to focus on family time and more swim suit shopping for the rest of my vacay! Thanks for the kind words,relief
I just got my leavers do dress!!!!,relief
@kayenchante thanks   got a hold of someone there who knew their stuff..at last!,relief
Office til around 6 today. Good day yesterday...I have a BSc now,relief
"is rotting away at her desk. Would've been really down and out but thanks to YL, you made my day. You're the best support system - EVER!",relief
"Version 2 of our live, interactive Trans-Siberian ticket planner is launched: http://tinyurl.com/c5ljwm - its very cool",relief
My phone works! Its whack. Well good morning. Gonna go eat breakfast with neil before school starts,relief
"m still watchin Boston Legal tho it cracks me up 2, scrubs earlier was good  i guess i just like a laugh!!!",relief
"It's weird waking up in my own bed. Slightly comforting, but i miss the group. But i'm loving using my own pillow again!",relief
@gabbyfek yaaaaaay i get to see you too   looking forward to cupcakes and fun.,relief
Just wants the morning to be over already! In another 5 or 6 hrs. My summer will officially begin  THANK THE JORD!!,relief
@zzybug thankfully it's just a really bad sinus infection. they're just watching out for me since i've traveled recently. thanks though,relief
@MsPonita 9 more week! July 8th. Flolloping just perfectly describes the way she moves my belly  hehe,relief
@kapilb oh optician! how did i not think of that. thanks,relief
@pricelessrock i'm doing good. i enjoy the rain  i hope you are well too.,relief
The rain outside motivates me to sleep.,relief
@petethevet Thanks!,relief
"says Finally, Im home.  http://plurk.com/p/rr121",relief
@ash2good99 yay were all saved! Weve overcome god again!,relief
@deanomarr That sounds cool! And you're paying - even better,relief
I'm glad someone slept with me last night. My doggy  I would take a picture but I don't see my laptop.,relief
@MsMandyMay Awesome pics! It's a nice way to start the week,relief
Gettin check outta school cause im siccck. Goin to pick up jimbbbbo.,relief
I wash my dishes Like a boss!! LOL,relief
@subtleserpent I'm fine - day off actually so relaxing with laptop. Haven't done a single other thing yet.,relief
@wendyyoung Damn. She got it on the first try.,relief
@sea_breez Yer please do! Have a good day!,relief
Worked out for about an hour.. nothing to hardcore. Sitting in Starbucks waiting to start work,relief
@missyIbee Not a problem at all sis - respect due,relief
"got tickets to go with dad and his girlfriend to see Eric Clapton, Steve Winwood, and the Arc Angels on June 24th @ Toyota Center! WOO!",relief
@khorshid I hope to see you soon again,relief
ohay clean teeth,relief
"Finally picked up some handwraps, but struggling to wrap my stronger hand with the other! Defo should have got some a lot sooner though",relief
Feeling pretty good this morning! Lets hope it lasts through the day,relief
"listening to dave barnes, getting really excited for junior senior",relief
@joshsharp *phew*  Will make a note in case anyone else runs into the same issueï¿½,relief
@thegirlRiot there's nothing wrong with having a quiet day... it gives you more time to listen,relief
@THEDIAMONDCOACH  Hey my friend need some inspiration...  no one can do it like you.. @deadplaygroud   Thanks,relief
workin a long day today... hopefully i can make some good tips,relief
Just got confirmed that itï¿½s pizza-time with some ex co-workers on friday...looking forward to it,relief
"@SuzyDaFloozy we dont have the points yet, was talkedabout it though - first ticket I get in my whole driving career up to date, not bad",relief
OMG! i'm almost done with the last block on this quilt! Just a few hours of work left  i can't wait to meet my goal,relief
@techn0crat .. IN SWEATERS,relief
YO I'm just on the computer,relief
@MonroeOnABudget thanks for the link love yesterday by the way,relief
"@0xcafebabe I haven't heard anything negative yet. As a former manager used to tell me: If they're quiet, be happy",relief
awake  slept in a little cuz no construction. now studying bio alllll day but i dont mind.,relief
@eeUS I sure hope so!,relief
Six Flags this weekend? Sounds right!,relief
"@amcmoore Have fun, hon! Ooh, look what a poet I am.",relief
so I slept in a little...well a lot. whooops,relief
Is off today and gonna go shopping!! T-minus 22 days til CUUUBA!!,relief
This is going to be a great and productive week - I can just feel it!!!  POSITIVE THINKING is the key,relief
@chiacy  Thanks,relief
"@RyMartinez Good morning, baby  Yes, i slept like a rock. Refreshed &amp; ready for anything. How are you? *hugs you &amp; doesn't let go* Miss u",relief
Getting ready for school...hope today is a happy and awesome day,relief
@boydhilton Thank you so much for the Retweet  x,relief
home.Going to be a warm day on top of it. Is it Friday yet?,relief
Through to quaterfinals of charity football tournament. My penalty save sent us through,relief
@lilers at least after this you'll be done!!,relief
"@CrystalRain Glad to hear you're okay. Could have really hurt, by the sounds of it. Is the couch okay? lol",relief
I don't have the fake fascination like i once did before. Cause i no longer have to pretend i like you,relief
im going to bed  nighttt nighttt xxo ily's,relief
Discovered @AlliWorthington and @whoisTodd are sharing on G reader with me and didn't even know it. Sigh.... I'm such a G reader newb.,relief
"Getting some DMs asking where I fell off to the past few days  I was sick, but am all better now. I appreciate the concern! Game On!",relief
Has finally mastered the art to uploading a photo on said Twitter. You can no longer assume I'm a heffer,relief
"Sleeping sounds too good, goodnight my babies, cuddlez for everyone",relief
@LukePersonified Yay.  I knew you'd like them if I shut up about them,relief
@RWAneesa have a safe flight...,relief
I am parked in FS yet no ticket.,relief
"@Principled I'm grateful that my kids also don't like them, lol.  Textbooks are a tool, not the sole means of education",relief
I'm Kinda sleepy.. I Was up too late texting a nice boy making date plans for next weekend..,relief
@amandamiller Thanks! We're almost there,relief
@ChaosSmurf Yes! You do!,relief
@ROBsessedBlog At least he's in breakthrough performance tho. I just wanted him nominated in his own category,relief
@MrPointyHead Lol at the VATS on The Insiders,relief
@horsekisser He's an amazing jockey! Saw that Clydesdale commercial too..loved it!,relief
All new implementation of test discovery for unittest. This time in a loader. Good start I think.   http://twurl.nl/nz8f4y,relief
ready with learnin today!!! .. and now its twilight time,relief
@allysont haha. the pic wrong. haha. now the one is then correct.,relief
"@dmhome Well, in LA is decent weather. Tell me what's happening in the future",relief
"Man, Monday sucks. What I wouldn't give to be a rich beach bum, diving in a tropical lagoon every day, eating fresh fruit and fish...ahhh",relief
@electricbluebrd Aw thank you. I suppose it's a good thing since it means more tweeting.,relief
@Utopia_of_Chas good mornin sunshine...at least the work puter will go faster,relief
has almost completed the groundwork for Paper Pile.,relief
@LilzCREATiONS thanx for showin luv,relief
cute girl is finished with timing That Fool 1~ editing stage and waiting for spot translation.,relief
@fotogypc What kind of help do you need with Machine embroidery?  I may bea able to help,relief
Paid bills. We get water and electricity for another month  Woot.,relief
Just had some 100 calorie Shortbread cookies and a handful of popcorn for breakfast. Think that that will give me some energy,relief
out of office on business....needed the get away,relief
FGinished Doinn Fake Tann Sitting Drinknig Coke And Watching Ink Heart,relief
"@mikebrinkman Actually, the post shows they know what happens when you overflow...",relief
"Awh, thank you for your nice replies! Its so different, its scary so you've made me feel better!!",relief
@ssherrill115 Thanks! We're still all passing around germs here but we're surviving.  Have I missed anything?,relief
@MsCityCouture chillin wassup ma?? ayo in cali my day just started idk where u r but u have a gud day YA diggg,relief
"At school 8am to 7pm, then keone chonie's class  have a good day!",relief
@HeavyBank That's the good part about it. YOU DON'T HAVE TO KNOW ANYONE!,relief
Just finished first workout on Jillian Michaels 30day making the cut program!  Feeling great  Hopefully the eating will be just as good,relief
@RitasItalianIce Cherry Italian Ice is my fave. I want to get the local Ritas on Twitter so they'll send out the daily flavors.,relief
TextMate crashed for the first time in 3 months. Not too bad actually  #textmate,relief
@islandprincess2 LMAO!! That is so funny!  Thanks for sharing...I needed that laugh,relief
Guess who has internet at her house? *raises hand* And it's not dial up.,relief
@naeem_coza @strandloper Yep. Live and learn,relief
@Jamie_127 glad you got a laugh out of it,relief
@jessicacolon My son is back at school today - feeling much better. He wasn't too sick...he didn't stop eating!,relief
each day is a new beginning,relief
Rain makes for a good study day  almost done!!,relief
@crumcake That's a relief! I feel better knowing it's hereditary.  Have fun!,relief
i've been eating cheetos all morning..,relief
is done with classes for her freshman year.,relief
@jeanettejoy Shanghai is also really exciting (precisely -- skyscrapers galore). Good tweeps in China: @sdweathers (SH) @winserzhao (BJ).,relief
And now the crazy is all gone.,relief
"@adamdon lol, get to your bed",relief
@vogonpoetry42 At least there's no denying nerd is part of it!,relief
Next to my birthday- Mother's Day is my favorite day of the year.  The one day I don't feel guilty for slacking just a little.   Aaaahh...,relief
Just got up from a nap.. Relaxing for the night,relief
walked over 140 blocks today. then ate a delicious black &amp; white cookie.,relief
Sometimes i feel pathetic going to bed so early. Oh well.  i TOTALLY get clam chowder tomorrow! =D,relief
Only six hours left of being 15,relief
Eatin nachos watchin the game.!  all i gOtta say is LebrOn is a Beast. ! dO anybOdy feel me.?,relief
Relaxing after a busy week and a tedious Saturday . . .,relief
@hellocupcake84 Well I'm trying to get rid of a lot of my stuff.  You could come over and pillage.,relief
phew!  made it thru the return of babysitting!,relief
Glad to see @Nigellamb and more Red Bull Air Racers here keeping us in the loop,relief
"My three-day weekend starts now.  Was gonna watch Star Trek, but opted to go another night instead.",relief
@lyndons think yourself lucky!  I also broke  all my fingers at school when a window sash broke with my fingers like pancakes on the sill,relief
@Ja101 Makes me wish I had dogs instead of cats!,relief
and we're off  to OT !! exciting game like always,relief
Nothing beats spending an evening with my mom,relief
@TheRealKitCat Haha...YAY!!! I'M CURED!!!!,relief
"@SunnyBuns Haha, you didn't do anything wrong.",relief
Heading back home with a win!,relief
"such a long day, heading to bed  . iloveyou &lt;3",relief
Whew.... finally home after putting in some hours in the lab. Watching Catch Me if You Can and eating cheese and grapes. Good night,relief
@Annaeeee yeah I m so happy for them that they should moved on and out there partying I m so happy,relief
@KatjaPresnal Thanks  #sigjeans,relief
"Had to change &quot;within 50 miles&quot;, because within 25 miles were effin' BORING.",relief
